"","X","RouteDataID","CountryNum","StateNum","Route","RPID","Year","AOU","RouteName","Active","Latitude","Longitude","Stratum","BCR","RouteTypeID","RouteTypeDetailID","Count10","Count20","Count30","Count40","Count50","StopTotal","SpeciesTotal","Month","Day","ObsN","TotalSpp","StartTemp","EndTemp","TempScale","StartWind","EndWind","StartSky","EndSky","StartTime","EndTime","Assistant","QualityCurrentID","RunType"
"435",435,6372415,840,2,12,101,2019,700,"SUNNY EVE",1,33.6076572,-85.7511714,13,28,1,1,0,0,0,0,0,0,0,6,11,1040614,58,69,NA,"F",2,0,0,0,501,1030,"1   ",1,1
"436",436,6376605,840,2,12,101,2021,700,"SUNNY EVE",1,33.6076572,-85.7511714,13,28,1,1,0,0,0,0,0,0,0,5,24,1040614,55,68,NA,"F",0,1,0,1,501,1050,"1   ",1,1
"437",437,6379322,840,2,12,101,2022,700,"SUNNY EVE",1,33.6076572,-85.7511714,13,28,1,1,0,0,0,0,0,0,0,5,31,1040614,55,71,NA,"F",1,2,0,0,501,1110,"1   ",1,1
"438",438,6382251,840,2,12,101,2023,700,"SUNNY EVE",1,33.6076572,-85.7511714,13,28,1,1,0,0,0,0,0,0,0,5,25,1040614,51,59,NA,"F",1,2,0,0,501,1101,"1   ",1,1
"472",472,6234656,840,2,13,101,2001,700,"GREENSPORT",1,33.8116977,-86.1153789,13,28,1,1,0,0,0,0,0,0,0,6,1,1020160,74,75,NA,"F",0,1,2,2,505,945,"1   ",1,1
"473",473,6234786,840,2,13,101,2002,700,"GREENSPORT",1,33.8116977,-86.1153789,13,28,1,1,0,0,0,0,0,0,0,6,8,1020160,82,72,NA,"F",1,1,0,2,505,930,"1   ",1,1
"474",474,6234791,840,2,13,101,2003,700,"GREENSPORT",1,33.8116977,-86.1153789,13,28,1,1,0,0,0,0,0,0,0,6,1,1020160,78,58,NA,"F",0,1,1,1,505,921,"1   ",1,1
"475",475,6248061,840,2,13,101,2005,700,"GREENSPORT",1,33.8116977,-86.1153789,13,28,1,1,0,0,0,0,0,0,0,6,5,1020160,75,64,NA,"F",0,1,0,1,505,925,"1   ",1,1
"476",476,6341057,840,2,13,101,2011,700,"GREENSPORT",1,33.8116977,-86.1153789,13,28,1,1,0,0,0,0,0,0,0,6,25,1091218,47,64,NA,"F",0,0,4,0,505,1032,"NULL",1,1
"477",477,6346324,840,2,13,101,2012,700,"GREENSPORT",1,33.8116977,-86.1153789,13,28,1,1,0,0,0,0,0,0,0,6,15,1091218,45,66,NA,"F",1,2,0,1,507,1040,"1   ",1,1
"478",478,6361667,840,2,13,101,2016,700,"GREENSPORT",1,33.8116977,-86.1153789,13,28,1,1,0,0,0,0,0,0,0,5,27,1070595,62,66,NA,"F",2,1,0,1,505,958,"1   ",1,1
"479",479,6364511,840,2,13,101,2017,700,"GREENSPORT",1,33.8116977,-86.1153789,13,28,1,1,0,0,0,0,0,0,0,6,4,1070595,74,74,NA,"F",1,2,2,1,505,1120,"1   ",1,1
"480",480,6367780,840,2,13,101,2018,700,"GREENSPORT",1,33.8116977,-86.1153789,13,28,1,1,0,0,0,0,0,0,0,5,27,1070595,70,68,NA,"F",1,1,4,1,505,1015,"1   ",1,1
"481",481,6373247,840,2,13,101,2019,700,"GREENSPORT",1,33.8116977,-86.1153789,13,28,1,1,0,0,0,0,0,0,0,5,26,1070595,78,68,NA,"F",1,1,0,0,505,1030,"1   ",1,1
"482",482,6374167,840,2,13,101,2021,700,"GREENSPORT",1,33.8116977,-86.1153789,13,28,1,1,0,0,0,0,0,0,0,5,23,1070595,79,57,NA,"F",1,1,0,0,505,1024,"1   ",1,1
"483",483,6377069,840,2,13,101,2022,700,"GREENSPORT",1,33.8116977,-86.1153789,13,28,1,1,0,0,0,0,0,0,0,5,24,1070595,76,63,NA,"F",1,1,2,2,505,1020,"1   ",1,1
"484",484,6380082,840,2,13,101,2023,700,"GREENSPORT",1,33.8116977,-86.1153789,13,28,1,1,0,0,0,0,0,0,0,5,28,1070595,81,54,NA,"F",1,1,0,0,505,1030,"1   ",1,1
"520",520,6246322,840,2,14,101,2001,700,"SMYER LAKE",1,33.4549551,-86.6010915,13,28,1,1,0,0,0,0,0,0,0,6,3,1040614,67,68,NA,"F",2,0,1,2,505,1015,"0   ",1,1
"521",521,6241778,840,2,14,101,2002,700,"SMYER LAKE",1,33.4549551,-86.6010915,13,28,1,1,0,0,0,0,0,0,0,6,9,1040614,70,72,NA,"F",0,1,1,2,505,1040,"1   ",1,1
"522",522,6234698,840,2,14,101,2003,700,"SMYER LAKE",1,33.4549551,-86.6010915,13,28,1,1,0,0,0,0,0,0,0,6,8,1040614,64,68,NA,"F",0,0,0,2,505,1020,"1   ",1,1
"523",523,6234795,840,2,14,101,2004,700,"SMYER LAKE",1,33.4549551,-86.6010915,13,28,1,1,0,0,0,0,0,0,0,6,12,1040614,69,75,NA,"F",0,0,0,2,501,1040,"1   ",1,1
"524",524,6248065,840,2,14,101,2005,700,"SMYER LAKE",1,33.4549551,-86.6010915,13,28,1,1,0,0,0,0,0,0,0,6,19,1040614,69,63,NA,"F",0,1,0,0,505,945,"1   ",1,1
"525",525,6251189,840,2,14,101,2006,700,"SMYER LAKE",1,33.4549551,-86.6010915,13,28,1,1,0,0,0,0,0,0,0,7,2,1040614,69,70,NA,"F",1,0,0,0,505,1020,"1   ",0,0
"526",526,6262167,840,2,14,101,2007,700,"SMYER LAKE",1,33.4549551,-86.6010915,13,28,1,1,0,0,0,0,0,0,0,7,1,1040614,65,71,NA,"F",1,0,0,0,505,1020,"1   ",0,0
"527",527,6300621,840,2,14,101,2008,700,"SMYER LAKE",1,33.4549551,-86.6010915,13,28,1,1,0,0,0,0,0,0,0,6,29,1040614,60,72,NA,"F",3,4,2,2,505,1005,"1   ",1,1
"528",528,6312860,840,2,14,101,2009,700,"SMYER LAKE",1,33.4549551,-86.6010915,13,28,1,1,0,0,0,0,0,0,0,6,28,1040614,63,75,NA,"F",0,1,0,0,505,1010,"1   ",1,1
"529",529,6318640,840,2,14,101,2010,700,"SMYER LAKE",1,33.4549551,-86.6010915,13,28,1,1,0,0,0,0,0,0,0,6,27,1040614,65,69,NA,"F",1,0,0,1,505,1000,"1   ",1,1
"530",530,6341058,840,2,14,101,2011,700,"SMYER LAKE",1,33.4549551,-86.6010915,13,28,1,1,0,0,0,0,0,0,0,6,26,1040614,63,72,NA,"F",1,1,2,0,505,1000,"1   ",1,1
"531",531,6346731,840,2,14,101,2012,700,"SMYER LAKE",1,33.4549551,-86.6010915,13,28,1,1,0,0,0,0,0,0,0,6,17,1040614,65,68,NA,"F",1,1,4,2,505,1005,"1   ",1,1
"532",532,6351881,840,2,14,101,2013,700,"SMYER LAKE",1,33.4549551,-86.6010915,13,28,1,1,0,0,0,0,0,0,0,6,23,1040614,62,70,NA,"F",1,2,0,2,505,1000,"1   ",1,1
"533",533,6356229,840,2,14,101,2014,700,"SMYER LAKE",1,33.4549551,-86.6010915,13,28,1,1,0,0,0,0,0,0,0,6,22,1040614,65,72,NA,"F",0,2,1,2,505,1010,"1   ",1,1
"534",534,6358609,840,2,14,101,2015,700,"SMYER LAKE",1,33.4549551,-86.6010915,13,28,1,1,0,0,0,0,0,0,0,6,21,1040614,59,75,NA,"F",0,2,1,1,505,957,"1   ",1,1
"535",535,6363282,840,2,14,101,2016,700,"SMYER LAKE",1,33.4549551,-86.6010915,13,28,1,1,0,0,0,0,0,0,0,6,19,1040614,51,74,NA,"F",2,3,2,2,505,958,"1   ",1,1
"536",536,6366015,840,2,14,101,2017,700,"SMYER LAKE",1,33.4549551,-86.6010915,13,28,1,1,0,0,0,0,0,0,0,6,10,1140349,61,62,NA,"F",0,2,0,0,505,952,"0   ",1,1
"537",537,6369916,840,2,14,101,2018,700,"SMYER LAKE",1,33.4549551,-86.6010915,13,28,1,1,0,0,0,0,0,0,0,5,27,1140349,65,67,NA,"F",0,2,2,1,505,940,"0   ",1,1
"538",538,6371493,840,2,14,101,2019,700,"SMYER LAKE",1,33.4549551,-86.6010915,13,28,1,1,0,0,0,0,0,0,0,6,9,1091346,49,72,NA,"F",1,1,2,2,505,1105,"1   ",1,1
"539",539,6374268,840,2,14,101,2021,700,"SMYER LAKE",1,33.4549551,-86.6010915,13,28,1,1,0,0,0,0,0,0,0,5,30,1091346,48,55,NA,"F",2,2,2,0,505,1057,"1   ",1,1
"540",540,6378127,840,2,14,101,2022,700,"SMYER LAKE",1,33.4549551,-86.6010915,13,28,1,1,0,0,0,0,0,0,0,5,31,1091346,60,67,NA,"F",1,1,1,0,505,1214,"0   ",0,0
"541",541,6382013,840,2,14,101,2023,700,"SMYER LAKE",1,33.4549551,-86.6010915,13,28,1,1,0,0,0,0,0,0,0,6,7,1091381,59,66,NA,"F",0,0,0,0,505,935,"0   ",1,1
"577",577,6234657,840,2,15,101,2001,700,"MT OLIVE",1,33.6822947,-86.8721632,13,28,1,1,0,0,0,0,0,0,0,6,2,1020160,56,58,NA,"F",0,2,1,2,505,945,"1   ",1,1
"578",578,6234799,840,2,15,101,2002,700,"MT OLIVE",1,33.6822947,-86.8721632,13,28,1,1,0,0,0,0,0,0,0,6,1,1020160,69,69,NA,"F",2,1,1,0,505,930,"1   ",1,1
"579",579,6234804,840,2,15,101,2003,700,"MT OLIVE",1,33.6822947,-86.8721632,13,28,1,1,0,0,0,0,0,0,0,6,2,1020160,64,72,NA,"F",4,2,2,2,505,931,"1   ",1,1
"580",580,6248069,840,2,15,101,2005,700,"MT OLIVE",1,33.6822947,-86.8721632,13,28,1,1,0,0,0,0,0,0,0,6,4,1020160,69,69,NA,"F",0,1,0,1,505,935,"1   ",1,1
"581",581,6344575,840,2,15,101,2012,700,"MT OLIVE",1,33.6822947,-86.8721632,13,28,1,1,0,0,0,0,0,0,0,6,15,1120636,56,70,NA,"F",1,3,0,1,515,950,"1   ",1,1
"582",582,6351882,840,2,15,101,2013,700,"MT OLIVE",1,33.6822947,-86.8721632,13,28,1,1,0,0,0,0,0,0,0,6,16,1120636,57,71,NA,"F",1,1,0,1,515,1005,"NULL",1,1
"583",583,6355513,840,2,15,101,2014,700,"MT OLIVE",1,33.6822947,-86.8721632,13,28,1,1,0,0,0,0,0,0,0,6,19,1120636,60,70,NA,"F",0,1,0,0,505,948,"1   ",1,1
"584",584,6358035,840,2,15,101,2015,700,"MT OLIVE",1,33.6822947,-86.8721632,13,28,1,1,0,0,0,0,0,0,0,6,14,1120636,51,72,NA,"F",0,2,0,0,505,942,"0   ",1,1
"585",585,6366097,840,2,15,101,2017,700,"MT OLIVE",1,33.6822947,-86.8721632,13,28,1,1,0,0,0,0,0,0,0,6,13,1020556,54,70,NA,"F",2,1,1,2,505,1005,"1   ",1,1
"586",586,6369296,840,2,15,101,2018,700,"MT OLIVE",1,33.6822947,-86.8721632,13,28,1,1,0,0,0,0,0,0,0,5,27,1020556,58,70,NA,"F",1,1,0,1,505,950,"1   ",1,1
"587",587,6370955,840,2,15,101,2019,700,"MT OLIVE",1,33.6822947,-86.8721632,13,28,1,1,0,0,0,0,0,0,0,6,2,1020556,60,65,NA,"F",0,2,2,2,505,1033,"1   ",1,1
"588",588,6374159,840,2,15,101,2021,700,"MT OLIVE",1,33.6822947,-86.8721632,13,28,1,1,0,0,0,0,0,0,0,5,22,1030744,57,61,NA,"F",1,1,1,1,505,1047,"1   ",1,1
"589",589,6377074,840,2,15,101,2022,700,"MT OLIVE",1,33.6822947,-86.8721632,13,28,1,1,0,0,0,0,0,0,0,5,27,1030744,61,66,NA,"F",2,2,1,1,505,1200,"0   ",0,0
"590",590,6380494,840,2,15,101,2023,700,"MT OLIVE",1,33.6822947,-86.8721632,13,28,1,1,0,0,0,0,0,0,0,6,12,1030744,48,67,NA,"F",0,0,2,2,505,939,"NULL",1,1
"620",620,6246383,840,2,16,101,2001,700,"HOWARD",1,33.8481773,-87.5888357,13,27,1,1,0,0,0,0,0,0,0,6,10,970252,48,59,NA,"F",0,0,0,1,535,1005,"0   ",1,1
"621",621,6246449,840,2,16,101,2003,700,"HOWARD",1,33.8481773,-87.5888357,13,27,1,1,0,0,0,0,0,0,0,6,15,970252,52,69,NA,"F",1,1,2,2,518,945,"0   ",1,1
"622",622,6235117,840,2,16,101,2004,700,"HOWARD",1,33.8481773,-87.5888357,13,27,1,1,0,0,0,0,0,0,0,6,16,970252,52,77,NA,"F",1,1,2,2,514,935,"0   ",1,1
"623",623,6247055,840,2,16,101,2005,700,"HOWARD",1,33.8481773,-87.5888357,13,27,1,1,0,0,0,0,0,0,0,6,21,970252,54,63,NA,"F",0,1,0,0,532,1012,"0   ",1,1
"624",624,6251190,840,2,16,101,2006,700,"HOWARD",1,33.8481773,-87.5888357,13,27,1,1,0,0,0,0,0,0,0,6,11,970252,54,65,NA,"F",0,0,0,0,525,1015,"NULL",1,1
"625",625,6261501,840,2,16,101,2007,700,"HOWARD",1,33.8481773,-87.5888357,13,27,1,1,0,0,0,0,0,0,0,6,22,970252,56,55,NA,"F",0,2,0,0,540,1040,"NULL",0,0
"626",626,6298872,840,2,16,101,2008,700,"HOWARD",1,33.8481773,-87.5888357,13,27,1,1,0,0,0,0,0,0,0,6,27,970252,53,66,NA,"F",0,1,0,0,530,959,"NULL",1,1
"627",627,6311424,840,2,16,101,2009,700,"HOWARD",1,33.8481773,-87.5888357,13,27,1,1,0,0,0,0,0,0,0,6,19,970252,53,68,NA,"F",1,1,0,0,528,951,"0   ",1,1
"628",628,6318936,840,2,16,101,2010,700,"HOWARD",1,33.8481773,-87.5888357,13,27,1,1,0,0,0,0,0,0,0,6,20,970252,52,62,NA,"F",1,1,0,0,520,944,"NULL",1,1
"629",629,6341059,840,2,16,101,2011,700,"HOWARD",1,33.8481773,-87.5888357,13,27,1,1,0,0,0,0,0,0,0,6,25,970252,53,64,NA,"F",0,0,0,0,522,1000,"0   ",1,1
"630",630,6344609,840,2,16,101,2012,700,"HOWARD",1,33.8481773,-87.5888357,13,27,1,1,0,0,0,0,0,0,0,5,25,1080658,60,65,NA,"F",0,0,0,0,525,918,"1   ",1,1
"631",631,6350682,840,2,16,101,2013,700,"HOWARD",1,33.8481773,-87.5888357,13,27,1,1,0,0,0,0,0,0,0,5,25,1080658,61,54,NA,"F",0,2,0,0,511,917,"1   ",1,1
"632",632,6353842,840,2,16,101,2014,700,"HOWARD",1,33.8481773,-87.5888357,13,27,1,1,0,0,0,0,0,0,0,5,24,1080658,55,66,NA,"F",0,0,0,0,510,917,"1   ",1,1
"633",633,6357344,840,2,16,101,2015,700,"HOWARD",1,33.8481773,-87.5888357,13,27,1,1,0,0,0,0,0,0,0,5,31,1080658,59,68,NA,"F",0,0,1,1,517,943,"0   ",1,1
"634",634,6360483,840,2,16,101,2016,700,"HOWARD",1,33.8481773,-87.5888357,13,27,1,1,0,0,0,0,0,0,0,6,9,1080658,58,61,NA,"F",1,2,0,0,509,938,"0   ",1,1
"635",635,6365409,840,2,16,101,2017,700,"HOWARD",1,33.8481773,-87.5888357,13,27,1,1,0,0,0,0,0,0,0,6,3,1080658,59,66,NA,"F",0,1,0,2,509,929,"0   ",1,1
"636",636,6368888,840,2,16,101,2018,700,"HOWARD",1,33.8481773,-87.5888357,13,27,1,1,0,0,0,0,0,0,0,5,28,1080658,63,69,NA,"F",1,3,5,2,509,921,"0   ",1,1
"637",637,6372693,840,2,16,101,2019,700,"HOWARD",1,33.8481773,-87.5888357,13,27,1,1,0,0,0,0,0,0,0,6,15,1080658,54,64,NA,"F",0,2,0,0,509,932,"0   ",1,1
"638",638,6375932,840,2,16,101,2021,700,"HOWARD",1,33.8481773,-87.5888357,13,27,1,1,0,0,0,0,0,0,0,6,20,1080658,54,71,NA,"F",0,2,2,1,509,921,"0   ",1,1
"639",639,6378498,840,2,16,101,2022,700,"HOWARD",1,33.8481773,-87.5888357,13,27,1,1,0,0,0,0,0,0,0,6,29,981516,58,71,NA,"F",2,1,2,1,509,847,"NULL",0,0
"640",640,6382582,840,2,16,101,2023,700,"HOWARD",1,33.8481773,-87.5888357,13,27,1,1,0,0,0,0,0,0,0,6,29,981516,58,69,NA,"F",0,0,0,1,509,936,"1   ",1,1
"676",676,6247946,840,2,17,101,2001,700,"MAYTOWN",1,33.5263185,-87.0044623,13,28,1,1,0,0,0,0,0,0,0,6,10,1050007,56,72,NA,"F",0,1,4,0,509,1051,"1   ",1,1
"677",677,6243540,840,2,17,101,2002,700,"MAYTOWN",1,33.5263185,-87.0044623,13,28,1,1,0,0,0,0,0,0,0,6,9,1050007,59,73,NA,"F",2,2,1,0,507,1055,"1   ",1,1
"678",678,6235951,840,2,17,101,2003,700,"MAYTOWN",1,33.5263185,-87.0044623,13,28,1,1,0,0,0,0,0,0,0,6,8,1050007,60,67,NA,"F",0,2,0,1,509,1032,"1   ",1,1
"679",679,6236031,840,2,17,101,2004,700,"MAYTOWN",1,33.5263185,-87.0044623,13,28,1,1,0,0,0,0,0,0,0,5,30,1050007,57,76,NA,"F",2,5,5,1,509,1029,"1   ",1,1
"680",680,6248720,840,2,17,101,2005,700,"MAYTOWN",1,33.5263185,-87.0044623,13,28,1,1,0,0,0,0,0,0,0,6,19,1050007,60,61,NA,"F",0,1,0,0,509,1035,"1   ",1,1
"681",681,6251191,840,2,17,101,2006,700,"MAYTOWN",1,33.5263185,-87.0044623,13,28,1,1,0,0,0,0,0,0,0,6,4,1050007,65,60,NA,"F",0,2,0,1,509,1055,"1   ",1,1
"682",682,6262288,840,2,17,101,2007,700,"MAYTOWN",1,33.5263185,-87.0044623,13,28,1,1,0,0,0,0,0,0,0,6,10,1050007,64,66,NA,"F",0,1,0,1,509,1038,"1   ",1,1
"683",683,6299850,840,2,17,101,2008,700,"MAYTOWN",1,33.5263185,-87.0044623,13,28,1,1,0,0,0,0,0,0,0,6,8,1050007,60,71,NA,"F",0,1,0,1,509,1023,"1   ",1,1
"684",684,6312900,840,2,17,101,2009,700,"MAYTOWN",1,33.5263185,-87.0044623,13,28,1,1,0,0,0,0,0,0,0,6,7,1050007,54,65,NA,"F",0,1,0,1,509,1020,"1   ",1,1
"685",685,6319231,840,2,17,101,2010,700,"MAYTOWN",1,33.5263185,-87.0044623,13,28,1,1,0,0,0,0,0,0,0,6,13,1050007,51,77,NA,"F",0,1,0,1,509,1020,"1   ",1,1
"686",686,6350634,840,2,17,101,2012,700,"MAYTOWN",1,33.5263185,-87.0044623,13,28,1,1,0,0,0,0,0,0,0,6,3,1050007,55,63,NA,"F",0,2,1,1,509,1020,"1   ",1,1
"687",687,6353709,840,2,17,101,2013,700,"MAYTOWN",1,33.5263185,-87.0044623,13,28,1,1,0,0,0,0,0,0,0,6,9,1050007,52,68,NA,"F",2,3,2,1,509,1021,"1   ",1,1
"688",688,6359849,840,2,17,101,2015,700,"MAYTOWN",1,33.5263185,-87.0044623,13,28,1,1,0,0,0,0,0,0,0,6,7,1050007,55,66,NA,"F",0,2,0,0,509,1048,"1   ",1,1
"689",689,6363691,840,2,17,101,2016,700,"MAYTOWN",1,33.5263185,-87.0044623,13,28,1,1,0,0,0,0,0,0,0,6,5,1050007,52,70,NA,"F",1,2,2,1,509,1040,"1   ",1,1
"690",690,6367191,840,2,17,101,2017,700,"MAYTOWN",1,33.5263185,-87.0044623,13,28,1,1,0,0,0,0,0,0,0,6,4,1050007,55,72,NA,"F",0,1,5,2,509,1000,"1   ",1,1
"691",691,6370525,840,2,17,101,2018,700,"MAYTOWN",1,33.5263185,-87.0044623,13,28,1,1,0,0,0,0,0,0,0,6,10,1050007,55,68,NA,"F",0,2,1,1,509,1004,"1   ",1,1
"692",692,6373537,840,2,17,101,2019,700,"MAYTOWN",1,33.5263185,-87.0044623,13,28,1,1,0,0,0,0,0,0,0,6,2,1050007,59,68,NA,"F",0,1,2,1,509,1017,"1   ",1,1
"693",693,6376593,840,2,17,101,2021,700,"MAYTOWN",1,33.5263185,-87.0044623,13,28,1,1,0,0,0,0,0,0,0,6,6,1050007,27,70,NA,"F",0,0,5,5,509,1017,"1   ",0,0
"694",694,6382246,840,2,17,101,2023,700,"MAYTOWN",1,33.5263185,-87.0044623,13,28,1,1,0,0,0,0,0,0,0,6,4,1050007,58,64,NA,"F",0,2,0,0,509,1213,"1   ",0,0
"729",729,6247949,840,2,19,101,2001,700,"LIBERTY",1,33.4765537,-88.1712189,4,27,1,1,0,0,0,0,0,0,0,6,8,1160079,59,68,NA,"F",2,1,4,0,513,905,"0   ",1,1
"730",730,6235878,840,2,19,101,2002,700,"LIBERTY",1,33.4765537,-88.1712189,4,27,1,1,0,0,0,0,0,0,0,6,3,1160079,58,68,NA,"F",2,3,0,0,513,923,"0   ",1,1
"731",731,6248098,840,2,19,101,2003,700,"LIBERTY",1,33.4765537,-88.1712189,4,27,1,1,0,0,0,0,0,0,0,5,30,1160079,55,53,NA,"F",1,1,0,2,513,925,"0   ",1,1
"732",732,6236038,840,2,19,101,2004,700,"LIBERTY",1,33.4765537,-88.1712189,4,27,1,1,0,0,0,0,0,0,0,5,29,1160079,52,71,NA,"F",2,1,5,2,513,946,"1   ",1,1
"733",733,6248724,840,2,19,101,2005,700,"LIBERTY",1,33.4765537,-88.1712189,4,27,1,1,0,0,0,0,0,0,0,6,3,1160079,54,70,NA,"F",2,2,1,2,513,924,"0   ",1,1
"734",734,6251192,840,2,19,101,2006,700,"LIBERTY",1,33.4765537,-88.1712189,4,27,1,1,0,0,0,0,0,0,0,6,3,1160079,54,64,NA,"F",1,3,0,0,513,935,"0   ",1,1
"735",735,6260797,840,2,19,101,2007,700,"LIBERTY",1,33.4765537,-88.1712189,4,27,1,1,0,0,0,0,0,0,0,5,28,1160079,56,59,NA,"F",2,3,0,0,513,936,"0   ",1,1
"736",736,6298738,840,2,19,101,2008,700,"LIBERTY",1,33.4765537,-88.1712189,4,27,1,1,0,0,0,0,0,0,0,6,23,1040916,55,69,NA,"F",0,1,0,0,513,948,"NULL",1,1
"737",737,6316763,840,2,19,101,2009,700,"LIBERTY",1,33.4765537,-88.1712189,4,27,1,1,0,0,0,0,0,0,0,6,14,1040916,52,22,NA,"C",0,1,1,2,513,947,"NULL",1,1
"738",738,6316754,840,2,19,101,2010,700,"LIBERTY",1,33.4765537,-88.1712189,4,27,1,1,0,0,0,0,0,0,0,5,16,1040916,57,68,NA,"F",0,1,2,2,513,1010,"NULL",1,1
"739",739,6341061,840,2,19,101,2011,700,"LIBERTY",1,33.4765537,-88.1712189,4,27,1,1,0,0,0,0,0,0,0,5,29,1040916,63,66,NA,"F",0,2,0,0,513,927,"NULL",1,1
"740",740,6350857,840,2,19,101,2013,700,"LIBERTY",1,33.4765537,-88.1712189,4,27,1,1,0,0,0,0,0,0,0,6,8,1080658,58,60,NA,"F",0,0,4,0,513,945,"0   ",1,1
"741",741,6355177,840,2,19,101,2014,700,"LIBERTY",1,33.4765537,-88.1712189,4,27,1,1,0,0,0,0,0,0,0,6,7,1080658,66,70,NA,"F",1,2,1,2,513,1036,"0   ",1,1
"742",742,6357733,840,2,19,101,2015,700,"LIBERTY",1,33.4765537,-88.1712189,4,27,1,1,0,0,0,0,0,0,0,6,7,1080658,60,69,NA,"F",1,2,0,0,513,950,"0   ",1,1
"743",743,6362267,840,2,19,101,2016,700,"LIBERTY",1,33.4765537,-88.1712189,4,27,1,1,0,0,0,0,0,0,0,6,26,1080658,52,73,NA,"F",0,2,0,1,513,937,"0   ",1,1
"744",744,6365383,840,2,19,101,2017,700,"LIBERTY",1,33.4765537,-88.1712189,4,27,1,1,0,0,0,0,0,0,0,5,27,1080658,53,68,NA,"F",1,3,2,2,513,922,"0   ",1,1
"745",745,6368948,840,2,19,101,2018,700,"LIBERTY",1,33.4765537,-88.1712189,4,27,1,1,0,0,0,0,0,0,0,5,20,1080658,62,67,NA,"F",0,0,1,0,513,927,"0   ",1,1
"746",746,6372809,840,2,19,101,2019,700,"LIBERTY",1,33.4765537,-88.1712189,4,27,1,1,0,0,0,0,0,0,0,5,29,1080658,56,69,NA,"F",1,3,0,0,513,924,"0   ",1,1
"747",747,6375749,840,2,19,101,2021,700,"LIBERTY",1,33.4765537,-88.1712189,4,27,1,1,0,0,0,0,0,0,0,6,13,1080658,61,71,NA,"F",1,0,1,2,513,919,"0   ",1,1
"748",748,6379002,840,2,19,101,2022,700,"LIBERTY",1,33.4765537,-88.1712189,4,27,1,1,0,0,0,0,0,0,0,6,1,1080658,54,70,NA,"F",0,1,0,0,513,912,"0   ",1,1
"784",784,6246327,840,2,20,101,2001,700,"RIDERWOOD",1,32.1307226,-88.3172665,4,27,1,1,0,0,0,0,0,0,0,5,27,1140013,64,72,NA,"F",0,0,2,1,519,1045,"0   ",1,1
"785",785,6234701,840,2,20,101,2002,700,"RIDERWOOD",1,32.1307226,-88.3172665,4,27,1,1,0,0,0,0,0,0,0,5,27,1140013,62,67,NA,"F",0,0,2,2,519,1030,"0   ",1,1
"786",786,6246390,840,2,20,101,2003,700,"RIDERWOOD",1,32.1307226,-88.3172665,4,27,1,1,0,0,0,0,0,0,0,5,24,1140013,64,57,NA,"F",0,0,0,0,519,959,"NULL",1,1
"787",787,6234810,840,2,20,101,2004,700,"RIDERWOOD",1,32.1307226,-88.3172665,4,27,1,1,0,0,0,0,0,0,0,5,30,1140013,62,75,NA,"F",1,2,1,0,519,1015,"0   ",1,1
"788",788,6248072,840,2,20,101,2005,700,"RIDERWOOD",1,32.1307226,-88.3172665,4,27,1,1,0,0,0,0,0,0,0,5,29,1140013,64,69,NA,"F",1,0,2,2,519,1010,"0   ",1,1
"789",789,6262647,840,2,20,101,2007,700,"RIDERWOOD",1,32.1307226,-88.3172665,4,27,1,1,0,0,0,0,0,0,0,6,2,1020446,62,70,NA,"F",0,3,5,0,516,942,"1   ",1,1
"790",790,6300136,840,2,20,101,2008,700,"RIDERWOOD",1,32.1307226,-88.3172665,4,27,1,1,0,0,0,0,0,0,0,6,15,1020446,48,72,NA,"F",1,1,0,0,516,945,"NULL",1,1
"791",791,6313185,840,2,20,101,2009,700,"RIDERWOOD",1,32.1307226,-88.3172665,4,27,1,1,0,0,0,0,0,0,0,6,7,1020446,48,55,NA,"F",1,1,0,0,517,922,"NULL",1,1
"792",792,6319626,840,2,20,101,2010,700,"RIDERWOOD",1,32.1307226,-88.3172665,4,27,1,1,0,0,0,0,0,0,0,5,25,1020446,41,69,NA,"F",0,1,0,0,515,935,"NULL",1,1
"793",793,6341062,840,2,20,101,2011,700,"RIDERWOOD",1,32.1307226,-88.3172665,4,27,1,1,0,0,0,0,0,0,0,5,17,1020446,39,51,NA,"F",1,1,0,0,520,910,"NULL",1,1
"794",794,6345217,840,2,20,101,2012,700,"RIDERWOOD",1,32.1307226,-88.3172665,4,27,1,1,0,0,0,0,0,0,0,5,15,1020446,53,63,NA,"F",0,0,0,0,515,1020,"NULL",1,1
"795",795,6351878,840,2,20,101,2013,700,"RIDERWOOD",1,32.1307226,-88.3172665,4,27,1,1,0,0,0,0,0,0,0,5,15,1020446,46,58,NA,"F",1,1,1,1,510,1020,"NULL",1,1
"796",796,6355930,840,2,20,101,2014,700,"RIDERWOOD",1,32.1307226,-88.3172665,4,27,1,1,0,0,0,0,0,0,0,5,22,1020446,37,62,NA,"F",1,1,1,1,516,930,"0   ",1,1
"797",797,6361690,840,2,20,101,2016,700,"RIDERWOOD",1,32.1307226,-88.3172665,4,27,1,1,0,0,0,0,0,0,0,6,9,1160379,61,61,NA,"F",0,0,1,1,516,931,"0   ",1,1
"798",798,6364078,840,2,20,101,2017,700,"RIDERWOOD",1,32.1307226,-88.3172665,4,27,1,1,0,0,0,0,0,0,0,6,8,1160379,69,57,NA,"F",0,2,0,1,516,937,"0   ",1,1
